"No.","Time","Source","Destination","Protocol","Length","Info"
"237","0.025493","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"238","0.025733","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=249 Win=8142 Len=0"
"239","0.025736","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636639"
"240","0.025739","192.168.1.200","192.168.1.201","TCP","1518","4241  >  60948 [ACK] Seq=1 Ack=1 Win=255 Len=1460"
"241","0.025742","192.168.1.200","192.168.1.201","TCP","1308","4241  >  60948 [PSH, ACK] Seq=1461 Ack=1 Win=255 Len=1250"
"242","0.025975","192.168.1.201","192.168.1.200","TCP","64","60948  >  4241 [ACK] Seq=1 Ack=2711 Win=16425 Len=0"
"243","0.026224","192.168.1.201","192.168.1.200","TCP","154","60948  >  4241 [PSH, ACK] Seq=1 Ack=2711 Win=16425 Len=96"
"244","0.026228","192.168.1.200","192.168.1.88","TCP","1518","4241  >  53903 [ACK] Seq=1 Ack=1 Win=255 Len=1460"
"245","0.026231","192.168.1.200","192.168.1.88","TCP","1308","4241  >  53903 [PSH, ACK] Seq=1461 Ack=1 Win=255 Len=1250"
"246","0.026430","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624081"
"247","0.026433","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625155"
"248","0.026435","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624130"
"249","0.026437","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622876"
"250","0.026716","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653661"
"251","0.026909","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"252","0.026913","192.168.1.200","192.168.1.40","CIP","112","Class (0xb2) - Service (0x4c)"
"253","0.026914","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=365 Ack=259 Win=8142 Len=0"
"254","0.026916","192.168.1.40","192.168.1.200","TCP","64","44818  >  56585 [ACK] Seq=541 Ack=109 Win=8138 Len=0"
"255","0.027209","192.168.1.88","192.168.1.200","TCP","64","53903  >  4241 [ACK] Seq=1 Ack=2711 Win=1237 Len=0"
"256","0.027212","192.168.1.60","192.168.1.10","CIP","116","Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)"
"257","0.027214","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=365 Ack=317 Win=8134 Len=0"
"258","0.027534","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637121"
"259","0.027538","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639436"
"260","0.027904","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652858"
"261","0.027908","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001651936"
"262","0.028212","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"263","0.028215","192.168.1.88","192.168.1.200","TCP","154","53903  >  4241 [PSH, ACK] Seq=1 Ack=2711 Win=1237 Len=96"
"264","0.028217","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=369 Ack=337 Win=8142 Len=0"
"265","0.028219","192.168.1.30","192.168.1.10","CIP","116","Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)"
"266","0.028478","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=369 Ack=395 Win=8134 Len=0"
"267","0.028481","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001636943"
"268","0.028803","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652360"
"269","0.028808","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635310"
"270","0.029133","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636076"
"271","0.029830","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640424"
"272","0.029834","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654369"
"273","0.029837","192.168.1.10","192.168.1.40","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"274","0.029838","192.168.1.10","192.168.1.40","CIP","128","'HMI_P4_PERMISSIVE' - Service (0x4c)"
"275","0.030029","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=209 Ack=367 Win=8116 Len=0"
"276","0.030033","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"277","0.030035","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=209 Ack=437 Win=8046 Len=0"
"278","0.030037","192.168.1.50","192.168.1.10","CIP","112","Success: 'HMI_P5_STATE' - Service (0x4c)"
"279","0.030039","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=355 Ack=209 Win=8142 Len=0"
"280","0.030322","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=355 Ack=263 Win=8088 Len=0"
"281","0.030325","192.168.1.50","192.168.1.40","CIP","128","'HMI_P_RO_FEED_DUTY' - Service (0x4c)"
"282","0.030327","192.168.1.40","192.168.1.50","TCP","64","44818  >  54084 [ACK] Seq=1 Ack=277 Win=8122 Len=0"
"283","0.030329","192.168.1.10","192.168.1.30","CIP CM","128","Unconnected Send: 'HMI_LIT301' - Service (0x4c)"
"284","0.030515","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT501' - Service (0x4c)"
"285","0.030519","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT502' - Service (0x4c)"
"286","0.030521","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=395 Ack=439 Win=8122 Len=0"
"287","0.030523","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT503' - Service (0x4c)"
"288","0.030524","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=249 Ack=451 Win=8102 Len=0"
"289","0.030730","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=249 Ack=541 Win=8012 Len=0"
"290","0.030734","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=249 Ack=631 Win=7922 Len=0"
"291","0.030736","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT504' - Service (0x4c)"
"292","0.030737","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=249 Ack=721 Win=8102 Len=0"
"293","0.031015","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"294","0.031019","192.168.1.20","192.168.1.10","CIP","116","Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)"
"295","0.031021","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=299 Win=8142 Len=0"
"296","0.031022","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=357 Win=8084 Len=0"
"297","0.031255","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"298","0.031258","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653688"
"299","0.031261","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=437 Ack=259 Win=8142 Len=0"
"300","0.031262","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637052"
"301","0.031549","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649372"
"302","0.031553","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648675"
"303","0.032162","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"304","0.032166","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=365 Ack=367 Win=8142 Len=0"
"305","0.032711","192.168.1.30","192.168.1.60","CIP","118","'HMI_P602' - Service (0x4c)"
"306","0.032715","192.168.1.30","192.168.1.60","CIP","118","'HMI_P602' - Service (0x4c)"
"307","0.032717","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=95 Ack=137 Win=8132 Len=0"
"308","0.032719","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=95 Ack=197 Win=8072 Len=0"
"309","0.032933","192.168.1.30","192.168.1.20","CIP","130","'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)"
"310","0.032937","192.168.1.30","192.168.1.20","CIP","134","'P2_P2078_AUTOINP' - Service (0x4d)"
"311","0.032939","192.168.1.20","192.168.1.30","TCP","64","44818  >  52418 [ACK] Seq=109 Ack=221 Win=8120 Len=0"
"312","0.032941","192.168.1.20","192.168.1.30","TCP","64","44818  >  52418 [ACK] Seq=109 Ack=297 Win=8116 Len=0"
"313","0.033106","192.168.1.30","192.168.1.10","CIP","102","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"314","0.033110","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625156"
"315","0.033112","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=439 Ack=439 Win=8148 Len=0"
"316","0.033114","192.168.1.30","192.168.1.10","CIP","142","Success: 'HMI_LIT301' - Service (0x4c)"
"317","0.033382","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=439 Ack=523 Win=8108 Len=0"
"318","0.034815","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630253"
"319","0.035297","192.168.1.20","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"320","0.035301","192.168.1.20","192.168.1.10","CIP","114","Success: 'HMI_MV201' - Service (0x4c)"
"321","0.035303","192.168.1.10","192.168.1.30","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"322","0.035305","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638694"
"323","0.035308","192.168.1.20","192.168.1.10","CIP","156","Success: 'HMI_FIT201' - Service (0x4c)"
"324","0.035310","192.168.1.10","192.168.1.30","CIP","128","'HMI_PLANT' - Service (0x4d)"
"325","0.035352","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=413 Win=8136 Len=0"
"326","0.035356","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=523 Ack=515 Win=8116 Len=0"
"327","0.035594","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=523 Ack=585 Win=8046 Len=0"
"328","0.035597","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=511 Win=8038 Len=0"
"329","0.035599","192.168.1.10","192.168.1.30","CIP","128","'HMI_P3_PERMISSIVE' - Service (0x4c)"
"330","0.035716","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=523 Ack=655 Win=8122 Len=0"
"331","0.035720","192.168.1.10","192.168.1.50","CIP","140","'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)"
"332","0.035722","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636640"
"333","0.035724","192.168.1.10","192.168.1.50","CIP","134","'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)"
"334","0.035912","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=263 Ack=437 Win=8110 Len=0"
"335","0.035916","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"336","0.035918","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=263 Ack=513 Win=8034 Len=0"
"337","0.035922","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=497 Ack=561 Win=8142 Len=0"
"338","0.036168","192.168.1.10","192.168.1.20","CIP","128","'HMI_PLANT' - Service (0x4d)"
"339","0.036173","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=561 Ack=567 Win=8122 Len=0"
"340","0.036175","192.168.1.10","192.168.1.60","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"341","0.036177","192.168.1.10","192.168.1.60","CIP","128","'HMI_P6_PERMISSIVE' - Service (0x4c)"
"342","0.036414","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=367 Ack=441 Win=8116 Len=0"
"343","0.036418","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=367 Ack=511 Win=8046 Len=0"
"344","0.036420","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624082"
"345","0.036422","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625156"
"346","0.036537","192.168.1.40","192.168.1.50","CIP","108","Success: 'HMI_RO_HPP_SD' - Service (0x4d)"
"347","0.036541","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624131"
"348","0.036543","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653662"
"349","0.036545","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622877"
"350","0.036741","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=277 Ack=51 Win=8142 Len=0"
"351","0.036745","192.168.1.40","192.168.1.50","CIP","152","Success: 'HMI_UV401' - Service (0x4c)"
"352","0.036747","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=277 Ack=145 Win=8098 Len=0"
"353","0.036946","192.168.1.40","192.168.1.50","CIP","150","Success: 'HMI_FIT401' - Service (0x4c)"
"354","0.036950","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=277 Ack=237 Win=8100 Len=0"
"355","0.037315","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"356","0.037319","192.168.1.60","192.168.1.10","CIP","120","'HMI_LIT101' - Service (0x4c)"
"357","0.037321","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=511 Ack=417 Win=8142 Len=0"
"358","0.037519","192.168.1.10","192.168.1.60","TCP","64","44818  >  52416 [ACK] Seq=91 Ack=125 Win=8130 Len=0"
"359","0.037523","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637122"
"360","0.037766","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639437"
"361","0.037770","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652859"
"362","0.037773","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001651937"
"363","0.038708","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001636944"
"364","0.038712","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652361"
"365","0.038714","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635311"
"366","0.039158","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636077"
"367","0.039845","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640425"
"368","0.039849","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654370"
"369","0.039852","192.168.1.10","192.168.1.60","CIP","148","Success: 'HMI_LIT101' - Service (0x4c)"
"370","0.039854","192.168.1.200","192.168.1.201","TCP","680","4241  >  60948 [PSH, ACK] Seq=2711 Ack=97 Win=254 Len=622"
"371","0.040059","192.168.1.60","192.168.1.10","TCP","64","52416  >  44818 [ACK] Seq=125 Ack=181 Win=8102 Len=0"
"372","0.040064","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"373","0.040065","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=513 Ack=313 Win=8142 Len=0"
"374","0.040191","192.168.1.50","192.168.1.10","CIP","116","Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)"
"375","0.040195","192.168.1.200","192.168.1.88","TCP","680","4241  >  53903 [PSH, ACK] Seq=2711 Ack=97 Win=255 Len=622"
"376","0.040197","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=513 Ack=371 Win=8134 Len=0"
"377","0.040427","192.168.1.201","192.168.1.200","TCP","154","60948  >  4241 [PSH, ACK] Seq=97 Ack=3333 Win=16269 Len=96"
"378","0.040431","192.168.1.20","192.168.1.30","CIP","116","Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)"
"379","0.040714","192.168.1.30","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=297 Ack=167 Win=8134 Len=0"
"380","0.041289","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653689"
"381","0.041534","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649373"
"382","0.041538","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637053"
"383","0.041539","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648676"
"384","0.041682","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"385","0.041685","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV501' - Service (0x4c)"
"386","0.041687","192.168.1.88","192.168.1.200","TCP","154","53903  >  4241 [PSH, ACK] Seq=97 Ack=3333 Win=1235 Len=96"
"387","0.041689","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=437 Ack=309 Win=8142 Len=0"
"388","0.041691","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV502' - Service (0x4c)"
"389","0.041821","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV503' - Service (0x4c)"
"390","0.041825","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=125 Ack=63 Win=8130 Len=0"
"391","0.041827","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=125 Ack=125 Win=8068 Len=0"
"392","0.041829","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV504' - Service (0x4c)"
"393","0.042025","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=125 Ack=187 Win=8006 Len=0"
"394","0.042029","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=125 Ack=249 Win=7944 Len=0"
"395","0.042435","192.168.1.40","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"396","0.043253","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625157"
"397","0.043540","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"398","0.043544","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=655 Ack=573 Win=8142 Len=0"
"399","0.044934","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630254"
"400","0.045384","192.168.1.20","192.168.1.30","CIP","108","Success: 'P2_P2078_AUTOINP' - Service (0x4d)"
"401","0.045388","192.168.1.30","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=297 Ack=217 Win=8142 Len=0"
"402","0.045390","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638695"
"403","0.045629","192.168.1.10","192.168.1.60","CIP","128","'HMI_PLANT' - Service (0x4d)"
"404","0.045633","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=417 Ack=581 Win=8122 Len=0"
"405","0.045635","192.168.1.10","192.168.1.30","CIP CM","128","Unconnected Send: 'HMI_LIT301' - Service (0x4c)"
"406","0.045949","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=573 Ack=725 Win=8122 Len=0"
"407","0.045953","192.168.1.10","192.168.1.30","CIP CM","140","Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)"
"408","0.045955","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636641"
"409","0.045956","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=573 Ack=807 Win=8110 Len=0"
"410","0.046377","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"411","0.046380","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=437 Ack=359 Win=8142 Len=0"
"412","0.046382","192.168.1.40","192.168.1.10","CIP","116","Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)"
"413","0.046564","192.168.1.40","192.168.1.50","CIP","116","Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)"
"414","0.046568","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=437 Ack=417 Win=8134 Len=0"
"415","0.046570","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653663"
"416","0.046572","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=277 Ack=295 Win=8134 Len=0"
"417","0.046813","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624083"
"418","0.046817","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625157"
"419","0.046819","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624132"
"420","0.046821","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622878"
"421","0.047319","192.168.1.60","192.168.1.30","CIP","108","Success: 'P6_P602_AUTOINP' - Service (0x4d)"
"422","0.047322","192.168.1.60","192.168.1.20","CIP","120","'HMI_AIT202' - Service (0x4c)"
"423","0.047324","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=197 Ack=145 Win=8142 Len=0"
"424","0.047326","192.168.1.20","192.168.1.60","TCP","64","44818  >  52418 [ACK] Seq=181 Ack=125 Win=8130 Len=0"
"425","0.047607","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637123"
"426","0.047611","192.168.1.60","192.168.1.30","CIP","152","Success: 'HMI_P602' - Service (0x4c)"
"427","0.047613","192.168.1.60","192.168.1.30","CIP","152","Success: 'HMI_P602' - Service (0x4c)"
"428","0.047614","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=197 Ack=239 Win=8098 Len=0"
"429","0.047839","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639438"
